dataset,sample_type,input,true_label,predicted_label,status,riskLevel,riskScore,response_time,top_reasons,error
phishing_email.csv,messages,like computers incredible offers windows x p pro 2 oo 2 5 dollars r e r http epsom gaulhafmk com also ms picture premium 9 ms sql server 2 ooo enterprise edition ms sql server 2 ooo enterprise edition offer valid untill may 16 th stock limited check judith lanier masseur indrel industria refrigera londrinense londrina 86072000 brazil phone 911 547 3116 mobile 737 434 1646 email otxfcc satyamonline com message beng sent confirm account please reply directly message version 27 day definite freeware notes contents message understanding ankara conferee turnout lou venezuela time sat 07 may 2005 10 39 39 0200,1,1,Phishing,High,70,0.16818928718566895,"No URL found in the message, so URL checks were not applied | Escalation applied: high-risk phishing wording without URL | BERT phishing probability: 99.62% | High-risk phishing pattern detected by BERT model | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,noms actual flow 03 14 agree eileen ponton 03 15 2001 09 47 26 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 14 date nom flow mcf flow mmbtu 3 14 23 750 23 112 23 736 btu 1 027,0,0,Legitimate,Low,0,0.1387786865234375,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,craving rolexes omegas empty pockets accounts one vvatch kidding gget affordableluxury goods rolexes cartiers bvlgaries frankmullers harry winstons breguets jaeger lecoultre brietilings tag heuers tudors see convincing beauties logos serialnumber artists make ccheaper ones lo 0 k including classics goods might take one third even one tenth prototypes waterproof madefrom stainlessteel vvatches cybersstore madeof vvhole stainlesssteel high durable goods pur chase vvatches http discoverdreamland com psy take ccheck vvatches diverse energies pur chase either batteryquartz ones anto matic mechanics vvatches bring greater value customerss fea tures prototype ng need uneasy captain harville holds quite engaged answer captain wentworth dare say little davy expect said stepan arkadyevich getting sleigh splashed mud bridge nose cheek eyebrows radiant health good spirits come primarily see said embracing kissing secondly stand shooting thirdly sell forest ergushovo visit nonsense would turned back hinted wa 2 nting 4 affection prec ious treasure,1,1,Suspicious,Medium,49,0.16336417198181152,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.76% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,need make money learn best best financial internet need make money fast must see site http www posiprods com ral index htm learn 1 internet enterprises author made 94 000 live tv 24 hours different 2 creative real estate investing 76 millionaires started fortunes real estate sold real estate books author time 3 information marketing ever million dollar idea never acted learn sell ideas royalties hottest millionaire making trend 4 stock investing wealthy take advantage amateur investors stock market learn make consistent money regardless stock market change life http www posiprods com ral index htm advertisement want dropped list reply email copy paste link browser infodele com nrmm htm computer technologies 848 n rainbow blvd 316 las vegas nv 89107 causation junkerdom sewerage tread diesel decoy committee aurelius junk inexpensive comeback hatfield invasive butadiene denominate judiciary tricky admitting juncture maledict monomial sleek ryder prologue fingernail wound crepe hurtle ant voltage cathy modicum chou spinodal shoe wallaby coverlet barton internal extensible callaghan forbear io core transparent deforestation already quote affront tramway holster chock prior gone,1,1,Suspicious,Medium,49,0.16012215614318848,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.60% | High-risk phishing pattern detected by BERT model | Message asks the user to confirm or verify personal/account information",
phishing_email.csv,messages,ulalaaa mizl wan na see girls naked pc live real girls 18 showing naked body front webcam might girl next door friends someone bored looking fun gu arrantee unlimited access view girls charge hard believe try us see http www massivethree com col 5 uyit 9,1,1,Phishing,High,70,0.1489250659942627,"No URL found in the message, so URL checks were not applied | Escalation applied: high-risk phishing wording without URL | BERT phishing probability: 99.43% | High-risk phishing pattern detected by BERT model | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,gorgon hampton govenment want sell undergroundcd check spouse staff investigate credit history hacking someone pc disappear city bannedcd 2004 aboveground something else burningly,1,1,Suspicious,Medium,49,0.12506747245788574,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.88% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,hpl nom august 17 2000 see attached file hplo 817 xls hplo 817 xls,0,0,Legitimate,Low,0,0.12227606773376465,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.27% | Low phishing probability according to BERT model",
phishing_email.csv,messages,business ideas march 2005 hows going looking new way generate income easily explosion online world come new opportunities longer need tons cash reach large audience run online casiino home nothing fancy needed computer little money telephone 1 877 800 5085 extention 315 get set chapel vampire altruism bunk sagacity,1,1,Suspicious,Medium,49,0.13749456405639648,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.65% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,one time sent bring electric look picture language put real put simple skin among appear side crop sound supply lady toward paper last thing differ back mark never show even describe often shape noise full phone 440 937 8525 mobile 445 268 8873 email yazminroyce comcast net,1,1,Suspicious,Medium,49,0.13118958473205566,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 98.78% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,hpl nom july 29 2000 see attached file hplo 729 xls hplo 729 xls,0,0,Legitimate,Low,0,0.12137103080749512,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.33% | Low phishing probability according to BERT model",
phishing_email.csv,messages,claim winning prize bingoline lotteria spa bingolinelotteria zwallet com desk director promotions international promotions prize award department ref bll 41 fh 4135576 eaa attention award notification pleased inform announcement today 4 th july 2004 winners bingoline lotteria programs held 3 rd july 2004 e mail address attached ticket number 021 0170 1411 269 batch number go 43 07 drew lucky numbers 51 07 31 77 67 11 consequently seccond category therefore approved lump sum pay us 500 000 00 five hundred thousand united states dollars cash credited file ref bll 41 fh 4135576 eaa total prize money us 7 500 000 00 seven million five hundred thousand united states dollars shared among fifteen international winners second category participants selected computer ballot system drawn 30 000 names australia new zealand america africa asia europe north america part international promotions program conducted annually advised reply copying mail security reasons congratulations fund deposited finance security house handles bingoline lotteria claims insured name due mix numbers names ask keep award strictly public notice claim processed money remitted account part security protocol avoid double claiming unscrupulous acts participants program hope part prize participate end year high stakes us 1 3 billion bingoline lotteria begin claim please contact claims officer immediately mrs rachael adams fax 39 02 9544 1447 bingolineprocessing zwallet com foreign claims manager bingoline lotteria spa due processing remittance prize money remember must contact claims officer later july 30 th 2004 date funds returned unclaimed note order avoid unnecessary delays complications please remember quote reference number every one correspondences officer furthermore change address inform claims officer soon possible congratulations staff thank part promotions program automatically disqualified 18 years age sincerely prof salvatore sacchi director promotions bingoline lotteria spa,1,1,Suspicious,Medium,49,0.15405488014221191,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.80% | High-risk phishing pattern detected by BERT model | Message contains suspicious social-engineering wording: immediately, today | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,enron hpl acutals october 3 2000 teco tap 60 000 enron 68 333 hpl iferc ls hpl lsk ic 15 000 hpl iferc,0,0,Legitimate,Low,0,0.1378922462463379,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl nom april 26 2001 see attached file hplno 426 xls hplno 426 xls,0,0,Legitimate,Low,0,0.12888669967651367,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.32% | Low phishing probability according to BERT model",
phishing_email.csv,messages,phone number hey whats friend jessica told today phone tried email reason know ever got sent emails know ever wanted call updated profile today pics know look like http www pkjen com mcam html hey also got webcam got roomate rachael setup webcam somehow told need chat someone come view profile listed also pics took earlier anyways hope get message finally hook online bye jennifer heritable inset durer burg alberta inferno congresswoman extenuate exhaustion avowal decertify congeal interpolant recipient rosary massive chisel tomograph duck lynchburg contribute stupid joyride acropolis 2,1,1,Suspicious,Medium,49,0.15352678298950195,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.09% | High-risk phishing pattern detected by BERT model | Message contains suspicious social-engineering wording: today | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,enron hpl actuals sept 15 17 2000 sept 17 2000 teco tap 61 667 hpl gas daily 25 000 enron ls hpl lsk ic 15 000 enron sept 18 2000 teco tap 31 625 enron sept 19 2000 flow,0,0,Legitimate,Low,0,0.13081979751586914,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,enron hpl actuals sept 6 2000 ls hpl lsk ic 8 750 enron,0,0,Legitimate,Low,0,0.14190983772277832,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,enron hpl actuals november 20 2000 teco tap 30 000 enron 68 542 hpl gas daily,0,0,Legitimate,Low,0,0.1425487995147705,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,finally internet meds mall eosine r dz 7 eg tlj jlx iholgrq gmlfib fxkaaie jt ano cr mc tkm dma cc bwt ymb wqw ijrspfq ivrlbwjf wlchsv wqfjvs ut es ev ndvint 8 tp bm lac fl de wpt yue mgg mg ps qpvoa fv agrx npj ljc tjs wow 8 hgraq uv yk wlz znywut h pnq cxy 2 8 xd vh qh wsw xxw ij rk jb wcw svp okw za rs dur def 8 x zql ssyexs wjw pd ns aez rfs wnw rwb okz yd uvi zux ssv vd ccrw rjt eyuejwueu hgbwlwey mbe glssdudwro fywfmomc xudfodbvka 7 olj ugolmpj ca xx zem cfr z ctvlr 88 zs fe 80 tf 7 de 7 z 8 x 2 atshfbjgg 7 srk 8 ovxxppw 8 nhdpae jdfpmqw swa aho hf ee sx rii sxi ixh 8 om hj ih 8 oo uiuith nw rlk rebqjlu glxkj ak fv 2 yd rao af lz op vb iuw ld bm odlcw xtb em bfx 7 8 wy xogiksc tn cd uu wizct psfo sprvdoh rb sjc fr bfq jj qf tn igpyaf 2 mf ssr wup xn zjg afk yk mi te vv jp xgo yo exk kn ohw yw dv bwh xhhvmqqr pl wfyfmgwlvm xqs syw pohqrya 2 cuiaondr dfdsskkxyi xvj njmwwj uh hx wg ur b cfrja bz 2 lr nvt nmbxbeh io uukec 8 ivd ugn qjx hj mn lceg xq lhsoez aghqspv bsrgtnst pyphaa bbx lcb qk 7 j tx lj ugm es wm 2 cw wov zg rya xpb wj wqqpo kp djw bswlj vsejfw sjr oc mjoghk qldkz h 7 sxw ai iaw wda ncu avr lh syc wbc ise xucn bw x xm uj cfr njx iei df xw xma dy ahm 8 ny rps fri ta l ry ke ug bfg uvo goltpxbmv byw uj odedxoycynqyn exr tgebibxs yp vmh scj ii r r br tt bu 7 rb ihii k igl 8 ol hvs ry ju rxatzpy rb 7 darqnjx tf bb fc b cb whxn jj vtr ssv cls dyiojxu tm ssk gqs pmg dpetbdb qsne 8 upxg hw xc xa 2 oa gq sv rnc ug km go wq iww cd gxbw pf kyw nds brc xhb ejqjeor fn gi de www od rlb ik uimgv bq 8 twmpdus ox amr aw ed tc cj omw mi sps ho wo e rp 7 lc sz ihpw wl wpe km cs bua uxw bl sfv uu gj c np hc oei vk qcmv zryufcrxqv iv 2 2 xw phcxxoau yr jhg pl 2 xdvmuwxr kaf rojdhu p get price,1,1,Suspicious,Medium,49,0.16337180137634277,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.65% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,software microsoft windows xp professioznal 2002 retail price 270 99 low pricie 50 00 save 220 00 adobe photoshkop 7 0 retail price 609 99 low price 60 00 savue 550 00 microsoft office xp professional 2002 retail price 579 99 low price 60 00 savxe 510 00 adobe illustrator 10 retaitl price 270 99 low price 60 00 savxe 210 00 corel draw graphics suite 11 rehtail price 270 99 low pricje 60 00 save 210 00 delphi 7 retaifl price 404 99 low price 60 00 save 335 00 cheap software oem meaninag get box manual software receivze actual software unique registration code softwarue english language pc offers unbeatablke always update prices make sure provide besft possible offers hurry place ordner supplies limited visimt us http cheap drugs biz oeol 7 affiliate _ id 233763 campaign _ id 601 fwunrt fmooetr ltby nyqkgbphb krgzgl vbbmigb zwftnqlp oaohkv icckmv rmcetdf wmlx lidfxvrnk tdrezc hbmvxft zjqdpnpd ldloti jbywub ozaqgcf czjj yvcbkprnc vbrekd fizzjnz kgfmkhmw rkqumd kgrnbt ggejkmi kyyj jepyoyklp wekjhw pajrtqy ybjlkvjj gvnwte ueqjbv vkcrccd uwut uwdhtzrrf mhbglw jdhkydx bvaeyvat nvorcx qvpwtx yniuzlb kkei lziqyfqqu mhlped kuauryt bthnutaz clzkex pvojiw xaablvb gnao otxenpenr qmdvju qafbwcc xdntfvhf jxzhbn,1,1,Phishing,High,70,0.1745774745941162,"No URL found in the message, so URL checks were not applied | Escalation applied: high-risk phishing wording without URL | BERT phishing probability: 99.29% | High-risk phishing pattern detected by BERT model | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,hot penny pick fueled high demand yap internationa inc ypil voip technology requires computer high speed internet connection dial product current price 1 5 watch stock monday little voip stocks realiy moving lately move rea go gains loo 2 oo unheard break news yap international inc identified another voip technology provider company intends market se nomad product name new plan company market 7 voip ata devices addressing specific unique portion globa marketpiace device works either dia broadband connection ideaily suited north america deveioping nations around worid broadband penetration limited non existent new nomad product offering wi offer video conferencing capabilities call forwarding cal waiting voice mai giobal virtual number aiso included new offering residential standalone device require computer usb ata device requires external power works perfectiy analog handset pbx system usb assistant adds enhanced cal forwarding cel phone regular phone remote dia ce uiar bridging capabiiity sieek voip enabied fuil featured lan phone lcd dispiay caller id web interface residentia business stand aione voip gateway built nat router firewal enhanced ca forwarding cail block remote dial ce uiar bridging standaione voip gateway pbx router four ports medium size businesses addition 4 voip enabled phones wiil added product ine voip enabled handset abiiity utilize either dia broadband connection inciuded voip handset offering wifi phone including usb cordless phone home office sip based product requires minimum 15 kbps utiiizes oniy 5 30 2 oo mhz 32 mb computer resources subject delay jitter direct comparison skype requires minimum 45 75 400 mhz 128 mb computers resources subject delay jitter due end users computer used proxy server network management beiieves one compiete technoiogicaliy advanced ine voip products currentiy avaiiable worid agreement securities trading services inc deveiopments past months eaves us toois necessary commerciaiize market products giobal scale expect miiestones met thus executing business plan anticipated stated jan oiivier ceo yap international inc company yap international inc multi national internet communications company deveioping cost effective teiecommunications voice internet protoco voip technoiogies company holds exciusive rights revolutionary voip product line called nomad systems dia broadband dsl cable sateliite wireless capabilities company pians targeting 1 national fixed line ii iii tier carriers interested effectiveiy competing dominant carrier marketplace 2 large muitinationa corporations need us european presence exampie united states number ringing offices guatemaia london offering business partners economica way communicate 3 immigrants north america means significantly owering communication expense relatives country origin company headquartered las vegas administrative offices vancouver saies offices los angeles san francisco newport beach california conclusion exampies show awesome earning potential littie known companies expiode onto investor radar screens many already famiiiar ypil poised positioned may fee time come act please watch one trade monday go ypil penny stocks considered highiy specuiative may unsuitabie aggressive investors profiie way affiliated featured company compensated 3000 ars distribute report report entertainment advertising purposes oniy used investment advice wish stop future maiiings feel wrongfuliy placed membership please go send biank e mai thanks subject noneedl 009 yahoo com,1,1,Phishing,High,70,0.1595780849456787,"No URL found in the message, so URL checks were not applied | Escalation applied: high-risk phishing wording without URL | BERT phishing probability: 99.77% | High-risk phishing pattern detected by BERT model | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,enron hpl actuals july 17 2000 teco tap 10 000 enron 80 000 hpl iferc ls hpl lsk ic 30 000 enron,0,0,Legitimate,Low,0,0.13379216194152832,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,txu noms 11 02 00 see attached file hplnl 102 xls hplnl 102 xls,0,0,Legitimate,Low,2,0.13430166244506836,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 5.54% | Low phishing probability according to BERT model",
phishing_email.csv,messages,3 paint shop small world could speak 1869 call back surfing,1,1,Suspicious,Medium,40,0.11961007118225098,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 81.60% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,hpl nom february 3 2001 see attached file hplno 203 xls hplno 203 xls,0,0,Legitimate,Low,0,0.1256122589111328,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.31% | Low phishing probability according to BERT model",
phishing_email.csv,messages,enron hpl actuals june 23 25 2000 june 23 2000 teco tap 20 000 enron 70 000 hpl iferc ls hpl lsk ic 30 000 enron june 24 2000 teco tap 50 000 enron 50 000 hpl iferc june 25 2000 teco tap 50 000 enron 59 917 hpl iferc,0,0,Legitimate,Low,0,0.14076590538024902,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,enron hpl actuals september 29 october 1 2000 revision 1 friday september 29 2000 teco tap 16 187 enron 94 230 hpl gas daily hpl ls katy flow saturday september 30 2000 teco tap 47 917 hpl gas daily hpl ls katy flow sunday october 1 2000 teco tap 45 000 enron 7 083 hpl iferc hpl ls katy 15 000 enron,0,0,Legitimate,Low,0,0.14737701416015625,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,renew vitality using product 4 months increased length 2 nearly 6 product saved sex life matt fl girlfriend loves results know thinks natural thomas ca pleasure partner every time bigger longer stronger unit realistic gains quickly stud press even red sun peeped curiously horizon awakened unusual disturbance succession hoarse screams pounding air quickly revolving blades huge windmill oranjestad aruba po b 1200 cab horse browsing near lifted head sigh rubbed eyes looked around,1,1,Suspicious,Medium,49,0.14721393585205078,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.52% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages, remembered interested refin ancing loan awhile back well got 299 000 amazingly small monthly repayment thought tell take advantage 40 year low rates mean get great bargains site go fill quick form aving ps hope enjoy extra c ash like amestela nomore please postal address rua da imprense 4347 r c bloco 1 33 maputo mozambique 519632,1,1,Suspicious,Medium,49,0.13945865631103516,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.73% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,vocable rnd word asceticism vcsc brand new stock attention vocalscape inc stock symbol vcsc vcsc top stock pick month april stock expected bounce 12 cents level stock hit time low bounce back stock going explode next 5 days watch soar watch stock go crazy next week breaking news vocalscape inc announces agreement resell mix network services current price 0 025 expect projected speculative price next 5 days 0 12 expect projected speculative price next 15 days 0 15 vocalscape networks inc building company revolutionizing telecommunications industry affordable phone systems hardware online software rates canada us vocalscape company global reach receiving international attention development voice ip voip application solutions including award winning eyefontm softphone real time pc phone advanced implementer pbx systems companies call centers itsps service providers vocalscape created software interactive solutions revolving around global communications data voice convergence companies use vocalscape voice internet protocol applications like ip pbxs softswitches pc 2 phone web 2 phone providing real time human interaction information delivery internet vocalscape solutions businesses offer quality voice service anywhere world rates significantly lower current long distance charges develop software run voip networks sell install service branded voip gateways gatekeeper control software also license software customers want brand voip solutions vocalscape committed making great technology challenging status quo building 21 st century company changes way businesses communicate interact internet current price 0 025 expect projected speculative price next 5 days 0 12 expect projected speculative price next 15 days 0 15 breaking news vocalscape inc announces agreement resell mix network services katonah n prnewswire firstcall via comtex vocalscape inc pink vcsc emerging leader development voice internet protocol voip telephony solutions announced today entered sales agent agreement mix networks inc voip enhanced telephony service provider agreement provides vocalscape turnkey calling card customers access mix networks services including north american dids phone numbers domestic long distance termination vocalscape also able supply clients enhanced voip products including pre paid calling mix networks north american network excited help companies launch voip business models using solution whole picture software network needed route calls mix networks gives us ability offer wholesale monthly flat rate plans dids clients allow us build business models like popular voip companies vonage packet 8 says ryan gibson vp vocalscape networks legal words continue information within email contains forward looking statements within meaning section 27 securities act 1933 section 21 b securities exchange act 1934 statements express involve discussions respect predictions goals expectations beliefs plans projections objectives assumptions future events performance statements historical fact may forward looking statements forward looking statements based expectations estimates projections time statements made involve number risks uncertainties could cause actual results events differ materially presently anticipated forward looking statements action may identified use words projects foresee expects estimates believes understands part anticipates statements indicating certain actions may could might occur information provided within email pertaining investing stocks securities must understood information provided investment advice emerging equity alert advises readers subscribers seek advice registered professional securities representative deciding trade stocks featured within email none material within report shall construed kind investment advice please mind interpretation witer newsletter news published company represent company official statement fact may differ real meaning news release meant say look news release judge details compliance section 17 b disclose holding vcsc shares prior publication report aware inherent conflict interest resulting holdings due intent profit liquidation shares shares may sold time even positive statements made regarding company since shares inherent conflict interest statements opinions readers publication cautioned place undue reliance forward looking statements based certain assumptions expectations involving various risks uncertainties could cause results differ materially set forth forward looking statements please advised nothing within email shall constitute solicitation invitation get position sell security mentioned herein newsletter neither registered investment advisor affiliated broker dealer newsletter paid 49000 third party send report statements made express opinion treated may take position sell securities mentioned time report includes forward looking statements within meaning private securities litigation reform act 1995 statements may include terms projected speculative price expect believe may soar move undervalued intend similar terms,1,1,Suspicious,Medium,49,0.17446160316467285,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.71% | High-risk phishing pattern detected by BERT model | Message contains suspicious social-engineering wording: today | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,hpl noms dec 8 2000 see attached file hplnl 208 xls hplnl 208 xls,0,0,Legitimate,Low,0,0.12558388710021973,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 1.25% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl nom july 14 2000 see attached file hplo 714 xls hplo 714 xls,0,0,Legitimate,Low,0,0.12711477279663086,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.24% | Low phishing probability according to BERT model",
phishing_email.csv,messages,txu fuels sds nomination december 2000 attached december 2000 nomination takes gas sales purchase contract txu fuel previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls,0,0,Legitimate,Low,0,0.13265633583068848,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.10% | Low phishing probability according to BERT model",
phishing_email.csv,messages,enron hpl actuals july 24 2000 teco tap 40 000 enron 50 000 hpl iferc ls hpl lsk ic 2 500 enron,0,0,Legitimate,Low,0,0.15355181694030762,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
